,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
1435,16050,09,12,24,28,29,30,02
1436,16049,06,08,13,14,22,27,10
1437,16048,03,08,13,14,15,30,04
1438,16047,02,05,08,15,17,22,16
1439,16046,07,20,25,26,27,30,14
1440,16045,04,09,12,17,30,32,03
1441,16044,01,03,10,12,18,30,01
1442,16043,05,14,20,26,30,33,12
1443,16042,07,14,17,23,26,31,09
1444,16041,12,17,18,21,22,24,04
1445,16040,03,13,19,20,23,26,03
1446,16039,01,03,07,18,19,27,16
1447,16038,03,12,13,22,28,29,03
1448,16037,06,15,26,31,32,33,16
1449,16036,03,04,07,09,20,22,03
1450,16035,04,13,19,20,26,29,11
1451,16034,03,15,21,22,23,28,15
1452,16033,06,17,18,20,27,29,15
1453,16032,08,12,14,15,21,27,15
1454,16031,03,08,10,19,26,33,03
1455,16030,10,14,19,22,25,29,12
1456,16029,12,15,18,20,21,27,15
1457,16028,06,08,12,21,25,29,01
1458,16027,11,13,15,17,19,31,05
1459,16026,04,09,12,28,30,33,01
1460,16025,04,11,12,17,24,30,12
1461,16024,02,05,07,14,18,31,13
1462,16023,03,06,10,19,25,29,07
1463,16022,04,09,19,22,23,30,07
1464,16021,09,11,13,22,24,26,05
1465,16020,01,02,10,12,22,24,10
1466,16019,06,13,16,17,23,30,10
1467,16018,12,13,14,17,21,25,04
1468,16017,05,06,08,20,22,30,05
1469,16016,01,20,22,24,25,26,16
1470,16015,01,02,14,22,25,26,07
1471,16014,02,08,10,18,20,27,07
1472,16013,07,12,21,22,26,31,01
1473,16012,07,12,14,16,27,32,15
1474,16011,03,08,10,15,22,29,12
1475,16010,02,04,12,14,19,25,06
1476,16009,10,14,24,25,27,32,04
1477,16008,02,15,24,29,32,33,02
1478,16007,05,12,14,20,27,29,06
1479,16006,13,16,18,20,28,31,12
1480,16005,11,14,18,20,31,33,14
1481,16004,08,10,17,22,25,33,12
1482,16003,01,10,14,23,26,28,01
1483,16002,09,14,17,20,24,30,16
1484,16001,06,13,16,18,20,22,13
1485,15154,07,09,11,15,18,25,07
1486,15153,08,11,15,22,27,29,03
1487,15152,11,18,19,21,29,32,12
1488,15151,05,06,08,23,31,32,11
1489,15150,01,03,08,11,29,31,13
1490,15149,09,10,20,21,22,33,09
1491,15148,09,13,14,22,26,27,07
1492,15147,08,09,16,23,24,30,05
1493,15146,16,17,21,28,30,32,15
1494,15145,07,08,15,19,20,24,13
1495,15144,01,04,07,15,28,32,16
1496,15143,13,15,19,20,21,32,04
1497,15142,13,17,19,20,22,25,11
1498,15141,03,08,19,25,27,28,02
1499,15140,06,20,28,29,30,31,12
1500,15139,01,10,13,18,25,27,09
1501,15138,01,02,08,16,19,24,11
1502,15137,14,22,23,27,28,31,12
1503,15136,02,05,12,23,28,29,01
1504,15135,01,12,14,18,26,32,07
1505,15134,02,05,14,19,27,31,04
1506,15133,02,03,13,20,22,24,15
1507,15132,03,05,11,28,30,33,01
1508,15131,10,12,13,19,22,26,03
1509,15130,06,14,15,16,17,22,10
1510,15129,05,08,11,16,18,27,04
1511,15128,01,03,08,11,22,28,06
1512,15127,07,10,19,22,27,33,06
1513,15126,10,11,15,20,23,29,12
1514,15125,05,13,22,27,30,33,10
1515,15124,02,03,05,12,18,27,01
1516,15123,05,08,09,12,22,28,07
1517,15122,05,07,11,16,22,25,07
1518,15121,01,03,20,21,28,29,12
1519,15120,16,21,24,26,27,29,16
1520,15119,02,08,10,18,23,31,08
1521,15118,01,04,11,21,23,31,12
1522,15117,04,11,12,18,26,32,12
1523,15116,04,06,15,23,26,28,11
1524,15115,01,07,08,14,24,32,03
1525,15114,04,07,09,13,21,26,01
1526,15113,01,05,07,08,19,27,12
1527,15112,01,03,10,19,20,27,11
1528,15111,08,14,16,18,20,30,12
1529,15110,05,07,16,17,22,23,04
1530,15109,01,08,09,16,32,33,13
1531,15108,02,12,19,22,24,27,15
1532,15107,07,14,16,18,21,25,08
1533,15106,01,03,04,23,31,32,13
1534,15105,09,10,16,19,20,26,12
1535,15104,09,18,21,23,25,26,01
1536,15103,06,08,13,26,30,32,14
1537,15102,07,09,12,14,21,23,06
1538,15101,08,16,22,24,28,29,05
1539,15100,02,03,11,17,19,21,08
1540,15099,06,07,10,11,14,22,09
1541,15098,06,09,13,26,27,33,01
1542,15097,09,12,14,20,26,27,04
1543,15096,06,16,17,23,24,31,07
1544,15095,04,15,21,28,30,31,04
1545,15094,01,04,06,13,16,17,10
1546,15093,01,03,13,21,25,31,08
1547,15092,09,15,19,21,26,27,01
1548,15091,05,07,17,19,22,31,11
1549,15090,10,12,14,22,25,33,15
1550,15089,12,14,19,27,28,29,01
1551,15088,02,12,20,24,29,31,09
1552,15087,09,15,16,19,20,28,11
1553,15086,05,06,08,16,18,22,12
1554,15085,02,08,25,27,28,29,05
1555,15084,15,18,20,22,28,29,15
1556,15083,06,07,16,18,29,32,05
1557,15082,02,08,09,14,28,30,07
1558,15081,13,20,22,26,28,31,13
1559,15080,14,17,25,27,28,30,02
1560,15079,09,14,15,20,26,32,11
1561,15078,03,07,20,22,26,29,02
1562,15077,01,06,08,10,13,27,16
1563,15076,01,09,10,19,23,27,09
1564,15075,06,11,13,19,21,32,04
1565,15074,04,07,21,25,26,29,08
1566,15073,01,02,17,22,26,27,04
1567,15072,01,03,05,20,21,31,05
1568,15071,08,18,20,28,29,31,08
1569,15070,01,07,13,19,21,29,15
1570,15069,01,13,17,18,23,30,15
1571,15068,06,15,18,21,26,27,10
1572,15067,02,05,08,24,25,31,14
1573,15066,05,08,11,17,24,28,16
1574,15065,08,10,14,19,26,29,12
1575,15064,11,12,14,17,23,27,01
1576,15063,01,07,09,16,22,32,12
1577,15062,09,14,15,18,21,26,16
1578,15061,06,18,22,26,32,33,04
1579,15060,01,03,18,27,31,32,13
1580,15059,02,06,09,16,25,32,14
1581,15058,02,09,10,18,19,20,15
1582,15057,09,20,24,25,26,32,04
1583,15056,01,07,08,16,18,20,14
1584,15055,01,10,15,18,19,28,02
1585,15054,01,02,07,10,22,26,07
1586,15053,03,07,17,22,32,33,10
1587,15052,02,04,11,16,25,26,12
1588,15051,04,10,24,26,28,32,09
1589,15050,03,09,12,16,17,31,04
1590,15049,07,12,14,17,20,23,05
1591,15048,13,16,17,22,25,27,10
1592,15047,02,03,20,24,26,27,09
1593,15046,05,07,10,14,23,31,01
1594,15045,01,05,13,22,30,31,07
1595,15044,02,03,04,13,14,16,02
1596,15043,11,12,15,24,26,27,15
1597,15042,09,10,19,21,23,32,08
1598,15041,04,09,11,17,21,25,06
1599,15040,13,16,18,27,30,32,16
1600,15039,01,13,15,26,29,30,12
1601,15038,05,06,11,12,14,33,14
1602,15037,05,07,12,18,28,31,03
1603,15036,04,06,16,17,26,33,03
1604,15035,01,08,09,22,24,33,03
1605,15034,12,13,17,18,20,27,13
1606,15033,03,06,21,29,31,32,05
1607,15032,11,14,16,18,29,32,16
1608,15031,01,05,07,22,26,32,11
1609,15030,08,11,14,15,16,26,07
1610,15029,07,14,15,19,21,28,07
1611,15028,04,07,10,26,27,28,14
1612,15027,05,07,09,16,26,29,07
1613,15026,02,13,17,21,22,33,13
1614,15025,10,11,12,15,27,32,14
1615,15024,09,11,16,18,23,24,10
1616,15023,08,09,10,13,29,30,01
1617,15022,04,07,10,16,23,25,10
1618,15021,14,15,16,17,27,28,08
1619,15020,01,04,07,19,22,23,04
1620,15019,02,06,11,19,25,26,04
1621,15018,06,09,12,14,28,29,09
1622,15017,13,18,20,25,27,33,12
1623,15016,02,06,10,15,17,31,13
1624,15015,01,07,20,24,25,33,04
1625,15014,02,12,16,19,27,30,11
1626,15013,08,09,24,25,26,29,01
1627,15012,03,05,22,23,29,31,06
1628,15011,04,14,15,17,18,20,15
1629,15010,01,02,03,08,21,31,09
1630,15009,04,07,14,17,21,25,14
1631,15008,04,07,10,16,20,22,03
1632,15007,01,07,09,17,20,33,08
1633,15006,01,10,11,29,31,33,13
1634,15005,07,10,16,17,18,32,15
1635,15004,02,14,15,16,23,24,10
1636,15003,10,15,20,23,24,31,15
1637,15002,07,15,16,25,28,32,05
1638,15001,01,07,09,16,20,23,06
1639,14152,08,13,15,20,21,25,12
1640,14151,04,05,08,11,21,27,08
1641,14150,03,08,14,22,24,32,09
1642,14149,07,09,10,15,19,33,01
1643,14148,01,02,05,12,15,16,13
1644,14147,06,07,22,26,31,32,10
1645,14146,01,06,13,20,29,32,01
1646,14145,10,12,13,23,26,29,11
1647,14144,03,05,06,09,10,27,14
1648,14143,03,12,18,20,25,26,16
1649,14142,06,21,22,23,25,28,13
1650,14141,08,09,11,16,21,24,10
1651,14140,06,10,11,14,17,33,06
1652,14139,01,14,15,20,25,29,11
1653,14138,04,06,13,29,31,33,13
1654,14137,03,06,09,11,25,29,09
1655,14136,03,16,19,27,31,32,10
1656,14135,02,04,11,13,25,33,01
1657,14134,05,16,22,23,26,28,02
1658,14133,13,14,16,23,30,31,13
1659,14132,05,06,14,15,18,33,08
1660,14131,05,17,21,22,28,32,14
1661,14130,01,02,10,24,30,33,10
1662,14129,05,08,09,20,28,32,02
1663,14128,05,07,08,17,18,24,14
1664,14127,02,10,12,21,23,27,12
1665,14126,06,11,16,17,22,27,01
1666,14125,10,11,15,26,31,32,06
1667,14124,02,17,20,24,31,33,04
1668,14123,01,06,11,17,28,33,05
1669,14122,06,09,11,16,20,29,11
1670,14121,01,02,13,22,28,30,09
1671,14120,01,07,12,16,23,28,04
1672,14119,06,13,17,20,26,29,09
1673,14118,05,07,15,18,26,30,03
1674,14117,05,10,17,25,28,29,04
1675,14116,09,10,14,15,19,29,16
1676,14115,01,09,10,11,13,32,03
1677,14114,02,07,23,30,32,33,10
1678,14113,12,14,28,31,32,33,07
1679,14112,01,15,16,21,24,30,03
1680,14111,02,08,17,20,22,28,02
1681,14110,01,08,11,13,19,30,06
1682,14109,02,05,11,15,19,28,02
1683,14108,03,08,09,20,23,28,02
1684,14107,11,14,17,22,25,27,16
1685,14106,09,14,17,18,21,25,15
1686,14105,14,16,17,19,27,32,04
1687,14104,02,06,12,19,27,28,13
1688,14103,03,08,09,10,18,33,04
1689,14102,14,16,21,24,28,31,13
1690,14101,16,18,20,23,24,32,07
1691,14100,01,06,09,10,14,16,11
1692,14099,01,05,10,11,13,32,14
1693,14098,02,13,17,20,29,31,07
1694,14097,07,13,24,25,27,32,15
1695,14096,12,14,17,19,22,24,08
1696,14095,05,06,08,14,22,31,08
1697,14094,01,10,18,20,23,29,01
1698,14093,02,08,09,10,20,29,05
1699,14092,03,13,18,19,22,26,07
1700,14091,01,05,12,19,27,29,14
1701,14090,05,09,11,19,24,32,13
1702,14089,04,06,14,17,27,30,09
1703,14088,03,06,11,14,16,29,15
1704,14087,06,18,22,23,32,33,06
1705,14086,02,04,10,12,14,30,08
1706,14085,01,02,11,19,23,29,08
1707,14084,01,06,09,10,13,25,08
1708,14083,05,06,19,21,23,33,12
1709,14082,02,04,20,25,26,29,11
1710,14081,08,14,22,24,27,29,10
1711,14080,05,14,16,17,25,30,07
1712,14079,02,07,16,22,27,28,02
1713,14078,02,03,05,06,09,17,07
1714,14077,08,09,12,15,19,22,10
1715,14076,06,10,12,17,18,33,11
1716,14075,03,09,11,22,27,29,06
1717,14074,01,03,06,13,30,31,12
1718,14073,01,12,16,20,30,33,02
1719,14072,01,03,07,13,19,32,16
1720,14071,02,04,12,17,22,25,14
1721,14070,01,07,09,19,28,29,07
1722,14069,05,12,17,19,25,30,11
1723,14068,04,12,13,22,27,29,16
1724,14067,01,06,07,17,18,23,06
1725,14066,02,05,15,17,18,21,16
1726,14065,03,04,05,08,10,22,06
1727,14064,02,09,15,16,29,32,14
1728,14063,03,08,17,21,22,31,16
1729,14062,06,09,15,24,25,26,09
1730,14061,02,14,17,27,28,31,08
1731,14060,03,05,14,18,25,33,06
1732,14059,05,08,12,13,23,25,13
1733,14058,02,03,12,13,14,25,11
1734,14057,02,04,12,18,23,31,08
1735,14056,01,11,18,20,28,29,01
1736,14055,02,09,14,19,21,30,04
1737,14054,01,04,05,11,29,30,14
1738,14053,14,17,19,22,26,31,02
1739,14052,09,13,15,28,30,33,08
1740,14051,10,16,19,21,23,24,13
1741,14050,03,17,23,25,26,32,13
1742,14049,06,07,16,17,23,32,06
1743,14048,06,09,16,17,24,25,16
1744,14047,08,10,11,12,19,29,15
1745,14046,02,10,11,17,18,22,10
1746,14045,02,04,09,11,19,22,15
1747,14044,04,09,21,27,28,33,12
1748,14043,02,05,09,14,24,33,09
1749,14042,12,15,20,25,28,33,14
1750,14041,07,11,16,18,21,22,02
1751,14040,03,04,06,11,12,15,08
1752,14039,03,11,15,19,20,31,07
1753,14038,04,07,22,23,24,33,16
1754,14037,06,13,14,24,25,30,07
1755,14036,01,07,08,09,11,22,03
1756,14035,07,08,09,17,32,33,06
1757,14034,01,03,04,08,25,31,06
1758,14033,05,13,23,28,32,33,12
1759,14032,01,02,14,22,29,33,07
1760,14031,04,10,16,17,21,27,14
1761,14030,12,18,19,23,24,30,10
1762,14029,02,07,14,16,21,29,14
1763,14028,06,16,21,27,30,32,05
1764,14027,08,10,14,16,30,31,01
1765,14026,01,02,05,06,11,23,14
1766,14025,01,05,10,14,16,30,16
1767,14024,08,10,16,20,23,30,09
1768,14023,07,09,13,17,21,22,10
1769,14022,04,06,07,10,21,26,16
1770,14021,08,10,15,17,22,29,12
1771,14020,09,14,17,23,24,25,15
1772,14019,02,10,15,19,20,21,07
1773,14018,13,17,18,21,30,33,15
1774,14017,04,06,07,14,25,26,10
1775,14016,02,03,07,13,21,24,08
1776,14015,02,11,19,30,32,33,09
1777,14014,04,09,19,22,25,29,15
1778,14013,05,09,13,15,17,21,13
1779,14012,01,08,11,19,21,24,08
1780,14011,09,10,13,14,21,32,02
1781,14010,05,07,08,20,31,33,11
1782,14009,08,09,19,20,25,32,16
1783,14008,05,14,16,21,29,30,12
1784,14007,08,10,12,14,18,28,14
1785,14006,03,04,07,17,21,27,14
1786,14005,15,18,23,27,32,33,04
1787,14004,01,04,19,22,24,25,15
1788,14003,06,10,11,28,30,33,12
1789,14002,04,21,23,31,32,33,04
1790,14001,03,09,15,20,27,29,01
1791,13154,07,11,14,19,24,29,05
1792,13153,08,11,13,18,28,33,10
1793,13152,04,06,14,16,18,29,05
1794,13151,03,09,10,19,28,33,09
1795,13150,01,15,16,25,26,29,10
1796,13149,09,18,25,26,30,32,11
1797,13148,06,11,12,14,17,22,01
1798,13147,02,15,16,17,19,30,08
1799,13146,08,20,25,30,32,33,01
1800,13145,06,10,13,16,23,24,15
1801,13144,05,07,12,19,27,31,02
1802,13143,12,18,21,22,27,32,11
1803,13142,11,12,14,20,22,29,14
1804,13141,03,04,05,25,30,31,04
1805,13140,01,05,12,13,21,22,10
1806,13139,07,08,11,13,21,27,08
1807,13138,04,15,16,24,27,28,03
1808,13137,04,17,19,23,24,27,10
1809,13136,04,06,14,16,18,26,06
1810,13135,09,23,24,25,29,31,12
1811,13134,01,17,18,19,25,29,10
1812,13133,04,07,12,19,22,25,01
1813,13132,20,21,22,23,25,27,12
1814,13131,04,06,12,17,19,26,09
1815,13130,01,03,15,16,31,33,08
1816,13129,05,06,10,14,27,31,14
1817,13128,07,13,17,19,25,31,08
1818,13127,02,03,13,20,22,33,14
1819,13126,04,10,19,27,31,33,16
1820,13125,04,06,08,18,25,28,16
1821,13124,03,09,15,23,25,30,07
1822,13123,01,02,06,11,17,25,02
1823,13122,07,10,13,15,26,27,11
1824,13121,04,05,06,07,25,27,07
1825,13120,05,06,13,18,23,31,11
1826,13119,05,15,20,22,26,32,09
1827,13118,02,03,17,22,32,33,16
1828,13117,09,12,13,24,27,33,16
1829,13116,12,15,21,26,32,33,07
1830,13115,03,12,16,17,18,27,08
1831,13114,04,06,17,21,23,33,07
1832,13113,04,07,11,17,24,33,09
1833,13112,01,06,12,13,22,31,07
1834,13111,01,02,03,06,08,33,13
1835,13110,15,17,18,21,29,32,13
1836,13109,09,23,24,27,29,32,08
1837,13108,16,21,22,28,31,32,05
1838,13107,07,09,11,17,28,31,11
1839,13106,09,11,23,30,31,32,06
1840,13105,01,11,23,27,31,32,09
1841,13104,01,02,04,15,17,28,11
1842,13103,02,04,09,13,18,20,07
1843,13102,02,04,05,06,08,16,03
1844,13101,05,07,09,23,27,32,01
1845,13100,04,08,11,14,16,20,11
1846,13099,05,11,20,21,26,31,03
1847,13098,07,15,18,19,20,26,14
1848,13097,05,14,17,22,23,25,07
1849,13096,01,02,22,28,29,30,15
1850,13095,01,06,15,19,28,29,10
1851,13094,02,04,14,18,20,22,07
1852,13093,01,02,08,26,29,31,14
1853,13092,07,11,15,21,26,31,06
1854,13091,04,14,24,25,28,31,10
1855,13090,02,05,11,23,24,29,08
1856,13089,04,08,12,19,21,25,13
1857,13088,09,15,20,21,22,24,14
1858,13087,02,13,19,23,24,28,05
1859,13086,02,04,11,13,16,26,11
1860,13085,02,08,12,14,16,32,16
1861,13084,05,07,09,11,20,21,03
1862,13083,05,06,12,14,19,23,09
1863,13082,04,13,14,20,22,30,06
1864,13081,01,04,10,13,21,31,13
1865,13080,10,11,12,23,28,32,16
1866,13079,07,13,17,19,22,26,13
1867,13078,03,05,17,18,26,27,15
1868,13077,09,14,23,24,26,29,03
1869,13076,14,23,24,26,29,30,03
1870,13075,04,06,09,25,30,33,14
1871,13074,03,06,08,14,19,32,03
1872,13073,02,09,13,17,20,28,11
1873,13072,02,08,11,14,19,33,09
1874,13071,05,12,21,23,26,28,09
1875,13070,02,03,09,10,28,30,06
1876,13069,07,16,17,18,30,33,06
1877,13068,02,07,13,20,25,27,06
1878,13067,01,04,09,15,22,30,06
1879,13066,01,03,16,17,20,32,07
1880,13065,07,18,19,23,29,30,02
1881,13064,01,09,13,22,25,32,12
1882,13063,10,15,18,20,23,31,12
1883,13062,01,06,07,19,22,27,02
1884,13061,05,06,07,12,13,18,12
1885,13060,05,07,10,13,19,20,15
1886,13059,03,10,18,24,27,29,09
1887,13058,08,11,17,21,23,24,05
1888,13057,13,16,19,23,26,28,05
1889,13056,03,12,25,26,28,29,16
1890,13055,08,18,19,22,27,32,06
1891,13054,03,04,08,14,21,28,14
1892,13053,03,12,13,22,30,33,14
1893,13052,06,07,14,21,22,24,13
1894,13051,08,12,15,19,28,29,02
1895,13050,03,07,13,18,22,25,03
1896,13049,10,13,14,16,21,32,14
1897,13048,10,13,17,28,30,32,04
1898,13047,01,08,11,17,27,30,12
1899,13046,03,16,19,20,24,26,06
1900,13045,06,07,08,14,23,31,12
1901,13044,03,05,11,18,26,28,06
1902,13043,03,06,14,15,17,25,16
1903,13042,01,08,12,13,15,33,03
1904,13041,02,10,12,17,23,24,05
1905,13040,02,04,10,12,17,30,10
1906,13039,01,02,14,15,24,29,06
1907,13038,09,10,12,14,15,19,11
1908,13037,02,15,18,27,28,32,14
1909,13036,04,05,09,27,29,31,13
1910,13035,01,14,15,17,26,30,02
1911,13034,06,15,20,22,26,33,09
1912,13033,05,06,13,17,19,28,01
1913,13032,04,21,25,29,30,33,03
1914,13031,03,13,14,15,21,33,03
1915,13030,07,14,18,25,26,29,06
1916,13029,06,07,10,19,23,29,12
1917,13028,07,08,14,25,26,28,13
1918,13027,01,02,04,12,21,24,12
1919,13026,04,11,14,15,22,31,11
1920,13025,16,17,18,24,25,30,08
1921,13024,04,05,13,23,27,30,09
1922,13023,03,06,15,18,30,32,05
1923,13022,02,04,07,09,15,20,07
1924,13021,01,06,17,19,26,31,11
1925,13020,01,07,08,12,16,21,01
1926,13019,01,02,05,16,20,26,06
1927,13018,02,08,13,28,29,30,05
1928,13017,04,06,12,30,31,32,09
1929,13016,02,05,06,12,14,28,05
1930,13015,05,06,07,11,13,18,15
1931,13014,02,04,05,17,19,20,08
1932,13013,05,06,13,19,22,28,09
1933,13012,06,14,17,22,28,29,02
1934,13011,03,12,17,24,27,29,09
1935,13010,01,09,11,17,32,33,12
1936,13009,01,04,09,13,16,23,02
1937,13008,03,08,17,21,25,32,15
1938,13007,02,09,15,22,26,32,01
1939,13006,09,10,13,17,22,30,13
1940,13005,01,13,14,25,31,32,12
1941,13004,06,10,16,20,27,32,08
1942,13003,22,23,26,27,28,33,09
1943,13002,01,16,18,22,28,30,12
1944,13001,06,08,14,15,24,25,06
1945,12154,05,07,12,16,28,32,04
1946,12153,04,05,11,21,27,28,10
1947,12152,10,12,18,22,28,29,07
1948,12151,05,14,24,25,26,32,01
1949,12150,09,11,17,23,24,26,07
1950,12149,01,05,13,25,26,32,13
1951,12148,03,06,11,17,21,31,07
1952,12147,02,12,15,23,24,32,09
1953,12146,01,05,07,13,29,32,13
1954,12145,05,20,26,27,28,33,03
1955,12144,03,10,12,13,27,30,04
1956,12143,07,08,18,25,30,32,06
1957,12142,05,18,22,28,29,31,06
1958,12141,03,05,08,19,20,27,09
1959,12140,14,18,27,30,31,33,15
1960,12139,08,19,21,24,28,31,15
1961,12138,01,07,16,17,19,21,14
1962,12137,01,02,04,06,13,17,07
1963,12136,02,07,08,17,21,28,11
1964,12135,02,05,07,08,11,17,16
1965,12134,02,05,06,07,13,23,15
1966,12133,01,08,11,20,21,29,02
1967,12132,07,12,16,17,21,25,10
1968,12131,06,18,19,26,28,32,12
1969,12130,01,03,15,20,22,31,03
1970,12129,01,07,09,17,21,29,01
1971,12128,05,09,12,29,30,31,05
1972,12127,01,09,11,21,26,32,08
1973,12126,03,05,12,15,23,24,07
1974,12125,08,12,13,26,29,33,01
1975,12124,06,07,21,25,27,33,11
1976,12123,08,10,16,25,28,33,09
1977,12122,12,13,19,22,28,29,11
1978,12121,01,07,08,20,23,24,11
1979,12120,01,04,20,24,28,29,16
1980,12119,12,20,25,26,27,28,13
1981,12118,05,06,07,12,15,28,11
1982,12117,13,15,18,20,24,28,09
1983,12116,03,21,26,29,31,32,03
1984,12115,03,08,20,24,26,32,14
1985,12114,01,06,11,26,27,29,15
1986,12113,03,06,09,13,18,32,06
1987,12112,08,15,20,21,27,31,06
1988,12111,02,09,10,20,22,31,13
1989,12110,03,07,10,13,22,32,09
1990,12109,02,12,24,26,29,31,03
1991,12108,01,09,12,13,19,28,13
1992,12107,11,12,15,24,25,31,09
1993,12106,13,14,20,22,23,32,16
1994,12105,06,13,14,15,17,30,04
1995,12104,04,05,09,10,19,28,03
1996,12103,04,09,11,14,32,33,02
1997,12102,13,25,27,28,29,30,15
1998,12101,09,12,17,18,20,33,02
1999,12100,05,07,15,18,25,33,10
2000,12099,08,12,15,16,21,27,16
2001,12098,02,12,19,26,29,31,09
2002,12097,05,08,13,14,19,22,06
2003,12096,04,07,11,16,29,33,07
2004,12095,17,24,27,28,29,30,02
2005,12094,06,09,14,16,23,33,15
2006,12093,03,05,19,21,24,33,13
2007,12092,06,13,17,18,28,32,03
2008,12091,01,05,07,08,19,21,16
2009,12090,02,13,20,25,29,30,11
2010,12089,03,07,10,13,14,25,11
2011,12088,03,05,23,24,27,31,15
2012,12087,03,10,11,13,14,22,09
2013,12086,08,09,13,15,22,23,08
2014,12085,05,17,24,30,31,33,05
2015,12084,02,10,20,26,28,29,14
2016,12083,04,09,14,15,26,33,04
2017,12082,02,04,11,18,22,29,06
2018,12081,02,05,10,24,25,29,06
2019,12080,04,09,14,15,16,27,03
2020,12079,06,07,12,24,30,33,12
2021,12078,08,15,22,24,28,33,12
2022,12077,02,04,13,18,26,28,12
2023,12076,11,18,22,27,29,30,15
2024,12075,04,06,22,23,29,32,11
2025,12074,15,16,18,19,28,32,08
2026,12073,04,07,09,10,17,27,05
2027,12072,02,03,07,09,13,30,06
2028,12071,03,04,19,21,22,23,08
2029,12070,02,03,04,24,31,32,11
2030,12069,08,10,11,18,20,29,06
2031,12068,05,17,22,26,32,33,10
2032,12067,04,05,10,21,26,30,16
2033,12066,01,02,09,26,29,33,12
2034,12065,08,10,18,19,27,31,14
2035,12064,05,10,11,16,23,24,11
2036,12063,02,10,17,19,24,27,12
2037,12062,02,13,16,17,20,31,07
2038,12061,03,08,11,12,14,18,14
2039,12060,07,10,13,16,17,29,01
2040,12059,04,13,21,22,26,31,01
2041,12058,03,06,15,20,25,26,04
2042,12057,03,05,19,21,27,31,04
2043,12056,04,07,14,17,26,31,10
2044,12055,04,06,13,20,24,28,01
2045,12054,06,14,18,20,30,33,14
2046,12053,04,15,22,25,27,33,04
2047,12052,02,03,05,06,20,24,04
2048,12051,02,12,14,17,30,31,09
2049,12050,07,13,15,17,19,24,11
2050,12049,04,12,13,19,20,32,02
2051,12048,01,05,14,22,24,30,10
2052,12047,06,07,11,16,32,33,11
2053,12046,04,12,19,20,23,33,06
2054,12045,08,11,20,21,27,30,09
2055,12044,06,09,10,14,22,25,03
2056,12043,02,09,11,21,26,33,03
2057,12042,05,06,11,19,24,28,16
2058,12041,08,11,15,20,24,32,02
2059,12040,03,08,09,22,25,31,10
2060,12039,01,02,05,13,22,29,08
2061,12038,09,10,11,15,19,33,16
2062,12037,05,14,19,24,28,33,09
2063,12036,02,11,13,18,19,26,09
2064,12035,09,11,12,21,24,26,05
2065,12034,02,03,08,23,32,33,16
2066,12033,02,03,15,16,17,27,04
2067,12032,01,02,10,17,22,24,04
2068,12031,04,16,22,24,27,31,03
2069,12030,09,10,17,18,21,31,08
2070,12029,04,07,15,25,26,28,03
2071,12028,10,15,20,21,28,30,11
2072,12027,04,16,22,25,30,31,12
2073,12026,03,07,09,15,24,25,16
2074,12025,03,08,09,17,25,27,06
2075,12024,04,12,19,21,25,28,13
2076,12023,05,09,15,23,24,33,02
2077,12022,04,08,12,24,26,27,04
2078,12021,01,15,16,18,22,30,03
2079,12020,03,08,12,18,23,29,11
2080,12019,07,14,18,20,22,30,16
2081,12018,03,05,06,22,26,32,15
2082,12017,06,09,14,19,25,28,10
2083,12016,02,05,12,17,22,25,08
2084,12015,01,03,06,10,21,23,15
2085,12014,01,02,05,16,28,30,12
2086,12013,06,08,24,29,30,32,13
2087,12012,15,17,18,20,23,27,01
2088,12011,04,14,15,16,20,26,05
2089,12010,01,03,13,19,25,26,10
2090,12009,04,16,24,26,27,33,11
2091,12008,01,12,20,23,24,29,08
2092,12007,10,17,19,27,28,32,04
2093,12006,02,22,25,29,32,33,08
2094,12005,07,09,18,27,31,33,06
2095,12004,01,05,10,11,21,23,16
2096,12003,03,06,08,24,29,31,09
2097,12002,02,03,07,09,10,32,13
2098,12001,01,04,05,09,15,17,06
2099,11153,05,08,09,10,20,25,13
2100,11152,04,10,11,12,21,26,13
2101,11151,07,11,16,19,31,33,10
2102,11150,08,10,12,15,22,27,13
2103,11149,04,05,06,07,23,31,16
2104,11148,05,14,22,23,25,26,14
2105,11147,04,08,12,17,18,30,10
2106,11146,11,23,26,28,32,33,10
2107,11145,02,04,14,15,26,30,04
2108,11144,01,02,09,10,16,24,03
2109,11143,07,08,12,14,15,30,16
2110,11142,12,15,16,26,29,31,02
2111,11141,02,04,06,19,24,29,11
2112,11140,04,18,20,22,27,29,06
2113,11139,08,20,24,27,30,31,03
2114,11138,01,05,15,24,28,32,07
2115,11137,02,11,18,23,30,33,13
2116,11136,02,04,06,20,22,31,07
2117,11135,12,13,17,20,25,26,12
2118,11134,01,02,06,07,30,31,10
2119,11133,12,14,20,21,25,31,16
2120,11132,02,05,12,13,25,33,07
2121,11131,02,07,09,17,21,25,01
2122,11130,07,14,18,23,25,32,15
2123,11129,07,10,11,21,23,26,06
2124,11128,09,11,14,17,19,23,12
2125,11127,16,19,22,23,27,29,11
2126,11126,03,07,13,18,23,26,16
2127,11125,03,10,15,24,27,32,08
2128,11124,09,18,19,26,31,32,16
2129,11123,01,04,05,14,19,28,16
2130,11122,10,12,18,26,27,31,03
2131,11121,04,14,22,25,32,33,02
2132,11120,04,14,17,28,30,33,07
